split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
test,000000012115,0,,12.0,112600,131072,24000000,209
test,000000012116,0,,12.0,112440,131072,24000000,209
test,000000012117,0,,-12.0,112992,131072,24000000,209
test,000000012118,0,,4.0,112704,131072,24000000,209
test,000000012119,0,,-4.0,112576,131072,24000000,209
test,000000012120,0,,12.0,113824,131072,24000000,209
test,000000012121,0,,20.0,112832,131072,24000000,209
test,000000012122,1,P3,-20.0,140768,131072,24000000,281
test,000000012123,1,Rect,12.0,114512,131072,24000000,281
test,000000012124,0,,-12.0,112336,131072,24000000,209
test,000000012125,0,,12.0,112368,131072,24000000,209
test,000000012126,0,,-20.0,113576,131072,24000000,209
test,000000012127,0,,-20.0,113248,131072,24000000,209
test,000000012128,1,P3,20.0,157208,131072,24000000,281
test,000000012129,1,Frank,12.0,116216,131072,24000000,281
test,000000012130,0,,12.0,113056,131072,24000000,209
test,000000012131,1,Frank,-20.0,116304,131072,24000000,281
test,000000012132,1,P3,20.0,134872,131072,24000000,281
test,000000012133,0,,-20.0,113320,131072,24000000,209
test,000000012134,1,LFM,-20.0,135976,131072,24000000,281
test,000000012135,1,Frank,4.0,113696,131072,24000000,281
test,000000012136,0,,-12.0,112896,131072,24000000,209
test,000000012137,0,,-20.0,113744,131072,24000000,209
test,000000012138,1,P1,12.0,114712,131072,24000000,281
test,000000012139,0,,-12.0,111976,131072,24000000,209
test,000000012140,1,Frank,4.0,114568,131072,24000000,281
test,000000012141,1,ZadoffChu,-12.0,135712,131072,24000000,281
test,000000012142,1,P1,12.0,113984,131072,24000000,281
test,000000012143,0,,-12.0,113144,131072,24000000,209
test,000000012144,0,,20.0,113624,131072,24000000,209
test,000000012145,1,Rect,-4.0,113808,131072,24000000,281
test,000000012146,1,LFM,20.0,114760,131072,24000000,281
test,000000012147,0,,-4.0,112256,131072,24000000,209
test,000000012148,1,P2,-12.0,110576,131072,24000000,281
test,000000012149,0,,20.0,111072,131072,24000000,209
test,000000012150,1,Frank,20.0,118496,131072,24000000,281
test,000000012151,1,P4,-4.0,114416,131072,24000000,281
test,000000012152,0,,4.0,113624,131072,24000000,209
test,000000012153,0,,-4.0,112672,131072,24000000,209
test,000000012154,1,P3,-20.0,110136,131072,24000000,281
test,000000012155,1,Frank,20.0,115072,131072,24000000,281
test,000000012156,0,,-4.0,113272,131072,24000000,209
test,000000012157,0,,20.0,111208,131072,24000000,209
test,000000012158,1,Frank,4.0,114072,131072,24000000,281
test,000000012159,0,,-4.0,112688,131072,24000000,209
test,000000012160,1,P1,20.0,166496,131072,24000000,281
test,000000012161,1,Barker,4.0,113200,131072,24000000,281
test,000000012162,0,,12.0,110888,131072,24000000,209
test,000000012163,1,Px,20.0,114352,131072,24000000,281
test,000000012164,1,FMCW,-12.0,111816,131072,24000000,281
test,000000012165,1,P2,-20.0,111952,131072,24000000,281
test,000000012166,1,FMCW,20.0,114744,131072,24000000,281
test,000000012167,1,P3,12.0,116160,131072,24000000,281
test,000000012168,1,P2,-4.0,113976,131072,24000000,281
test,000000012169,1,Barker,20.0,152480,131072,24000000,281
test,000000012170,1,Frank,-4.0,112944,131072,24000000,281
test,000000012171,1,ZadoffChu,-20.0,137400,131072,24000000,281
test,000000012172,1,P2,12.0,115816,131072,24000000,281
test,000000012173,0,,4.0,112712,131072,24000000,209
test,000000012174,1,Px,20.0,154328,131072,24000000,281
test,000000012175,1,P2,20.0,123408,131072,24000000,281
test,000000012176,0,,-20.0,114032,131072,24000000,209
test,000000012177,1,P2,20.0,115688,131072,24000000,281
test,000000012178,0,,20.0,112864,131072,24000000,209
test,000000012179,1,Rect,12.0,114864,131072,24000000,281
test,000000012180,1,P3,-4.0,113024,131072,24000000,281
test,000000012181,1,Barker,-20.0,113416,131072,24000000,281
test,000000012182,1,P1,-20.0,109112,131072,24000000,281
test,000000012183,0,,-20.0,113984,131072,24000000,209
test,000000012184,1,Rect,-4.0,113344,131072,24000000,281
test,000000012185,0,,20.0,113464,131072,24000000,209
test,000000012186,0,,20.0,113784,131072,24000000,209
test,000000012187,1,P4,-20.0,135112,131072,24000000,281
test,000000012188,1,Px,-20.0,120016,131072,24000000,281
test,000000012189,0,,4.0,113904,131072,24000000,209
test,000000012190,0,,-20.0,113296,131072,24000000,209
test,000000012191,1,P4,4.0,114416,131072,24000000,281
test,000000012192,0,,-4.0,112952,131072,24000000,209
test,000000012193,1,LFM,12.0,115280,131072,24000000,281
test,000000012194,1,LFM,20.0,141056,131072,24000000,281
test,000000012195,0,,-12.0,111864,131072,24000000,209
test,000000012196,0,,20.0,111168,131072,24000000,209
test,000000012197,1,Barker,4.0,115576,131072,24000000,281
test,000000012198,0,,-12.0,113760,131072,24000000,209
test,000000012199,1,FMCW,-4.0,113368,131072,24000000,281
test,000000012200,0,,4.0,111472,131072,24000000,209
test,000000012201,0,,20.0,114064,131072,24000000,209
test,000000012202,1,Barker,12.0,115304,131072,24000000,281
test,000000012203,0,,12.0,113120,131072,24000000,209
test,000000012204,0,,-20.0,113504,131072,24000000,209
test,000000012205,1,Frank,-4.0,112304,131072,24000000,281
test,000000012206,1,Px,20.0,114064,131072,24000000,281
test,000000012207,1,P4,20.0,140704,131072,24000000,281
test,000000012208,0,,-4.0,113888,131072,24000000,209
test,000000012209,0,,-12.0,112872,131072,24000000,209
test,000000012210,1,Frank,4.0,113240,131072,24000000,281
test,000000012211,0,,-4.0,113384,131072,24000000,209
test,000000012212,0,,-20.0,114408,131072,24000000,209
test,000000012213,1,FMCW,4.0,116408,131072,24000000,281
test,000000012214,1,P2,-12.0,113088,131072,24000000,281
test,000000012215,1,Px,4.0,115368,131072,24000000,281
test,000000012216,1,LFM,20.0,158056,131072,24000000,281
test,000000012217,0,,20.0,111280,131072,24000000,209
test,000000012218,0,,20.0,113104,131072,24000000,209
test,000000012219,0,,-20.0,113488,131072,24000000,209
test,000000012220,1,P2,4.0,112624,131072,24000000,281
test,000000012221,1,Frank,20.0,115464,131072,24000000,281
test,000000012222,0,,-12.0,112200,131072,24000000,209
test,000000012223,1,LFM,12.0,114976,131072,24000000,281
test,000000012224,1,Barker,4.0,114120,131072,24000000,281
test,000000012225,0,,20.0,113608,131072,24000000,209
test,000000012226,1,Barker,20.0,114040,131072,24000000,281
test,000000012227,1,Rect,-12.0,113544,131072,24000000,281
test,000000012228,0,,12.0,110560,131072,24000000,209
test,000000012229,1,P2,12.0,114280,131072,24000000,281
test,000000012230,1,Rect,20.0,162288,131072,24000000,281
test,000000012231,0,,20.0,113104,131072,24000000,209
test,000000012232,1,Rect,4.0,115056,131072,24000000,281
test,000000012233,0,,4.0,113008,131072,24000000,209
test,000000012234,1,Px,-4.0,112472,131072,24000000,281
test,000000012235,1,Px,-12.0,111848,131072,24000000,281
test,000000012236,1,Frank,12.0,116984,131072,24000000,281
test,000000012237,0,,-4.0,112496,131072,24000000,209
test,000000012238,0,,20.0,113216,131072,24000000,209
test,000000012239,0,,-4.0,112504,131072,24000000,209
test,000000012240,1,Rect,-4.0,112216,131072,24000000,281
test,000000012241,1,FMCW,-20.0,109576,131072,24000000,281
test,000000012242,1,Barker,-12.0,112368,131072,24000000,281
test,000000012243,1,P3,-4.0,113968,131072,24000000,281
test,000000012244,0,,-12.0,114320,131072,24000000,209
test,000000012245,1,Frank,12.0,117240,131072,24000000,281
test,000000012246,1,P4,4.0,114024,131072,24000000,281
test,000000012247,1,Barker,-20.0,109744,131072,24000000,281
test,000000012248,0,,20.0,113944,131072,24000000,209
test,000000012249,0,,-20.0,112288,131072,24000000,209
test,000000012250,0,,12.0,113880,131072,24000000,209
test,000000012251,0,,12.0,110856,131072,24000000,209
test,000000012252,1,Barker,4.0,114872,131072,24000000,281
test,000000012253,1,Barker,-12.0,137760,131072,24000000,281
test,000000012254,0,,20.0,113824,131072,24000000,209
test,000000012255,1,P2,12.0,113976,131072,24000000,281
test,000000012256,0,,4.0,113184,131072,24000000,209
test,000000012257,0,,-12.0,112160,131072,24000000,209
test,000000012258,0,,4.0,113896,131072,24000000,209
test,000000012259,1,Frank,12.0,114464,131072,24000000,281
test,000000012260,1,P3,-4.0,113968,131072,24000000,281
test,000000012261,1,FMCW,12.0,118656,131072,24000000,281
test,000000012262,0,,4.0,112008,131072,24000000,209
test,000000012263,1,Px,20.0,125552,131072,24000000,281
test,000000012264,1,Frank,-4.0,112288,131072,24000000,281
test,000000012265,1,Rect,-4.0,112480,131072,24000000,281
test,000000012266,0,,12.0,112752,131072,24000000,209
test,000000012267,0,,-12.0,111816,131072,24000000,209
test,000000012268,0,,20.0,110280,131072,24000000,209
test,000000012269,0,,4.0,114024,131072,24000000,209
test,000000012270,0,,4.0,111720,131072,24000000,209
test,000000012271,0,,-4.0,113056,131072,24000000,209
test,000000012272,1,LFM,4.0,114688,131072,24000000,281
test,000000012273,1,Px,-12.0,111616,131072,24000000,281
test,000000012274,1,Px,4.0,114072,131072,24000000,281
test,000000012275,1,Rect,-20.0,134008,131072,24000000,281
test,000000012276,1,P3,20.0,115960,131072,24000000,281
test,000000012277,1,Frank,20.0,115520,131072,24000000,281
test,000000012278,0,,12.0,113968,131072,24000000,209
test,000000012279,0,,12.0,113488,131072,24000000,209
test,000000012280,1,P1,12.0,115016,131072,24000000,281
test,000000012281,1,Px,12.0,115080,131072,24000000,281
test,000000012282,0,,20.0,111712,131072,24000000,209
test,000000012283,1,Px,12.0,115512,131072,24000000,281
test,000000012284,0,,12.0,114080,131072,24000000,209
test,000000012285,0,,-4.0,113776,131072,24000000,209
test,000000012286,0,,-20.0,114120,131072,24000000,209
test,000000012287,0,,-12.0,113152,131072,24000000,209
test,000000012288,0,,4.0,111792,131072,24000000,209
test,000000012289,1,LFM,-20.0,132304,131072,24000000,281
test,000000012290,0,,-12.0,113984,131072,24000000,209
test,000000012291,0,,-20.0,113384,131072,24000000,209
test,000000012292,0,,4.0,111184,131072,24000000,209
test,000000012293,0,,-20.0,111288,131072,24000000,209
test,000000012294,0,,-12.0,114280,131072,24000000,209
test,000000012295,0,,-4.0,113560,131072,24000000,209
test,000000012296,1,P4,-12.0,113312,131072,24000000,281
test,000000012297,0,,12.0,112952,131072,24000000,209
test,000000012298,0,,4.0,110720,131072,24000000,209
test,000000012299,1,P2,-12.0,132760,131072,24000000,281
test,000000012300,0,,-4.0,112840,131072,24000000,209
test,000000012301,1,LFM,4.0,114672,131072,24000000,281
test,000000012302,1,P4,-20.0,110616,131072,24000000,281
test,000000012303,1,Rect,12.0,115744,131072,24000000,281
test,000000012304,1,Rect,-12.0,125904,131072,24000000,281
test,000000012305,1,P1,-4.0,111784,131072,24000000,281
test,000000012306,1,P1,4.0,114280,131072,24000000,281
test,000000012307,1,ZadoffChu,-4.0,115688,131072,24000000,281
test,000000012308,0,,12.0,112976,131072,24000000,209
test,000000012309,0,,12.0,112752,131072,24000000,209
test,000000012310,1,P1,-12.0,139968,131072,24000000,281
test,000000012311,1,P4,-12.0,111032,131072,24000000,281
test,000000012312,1,Barker,-20.0,130392,131072,24000000,281
test,000000012313,1,FMCW,-4.0,144608,131072,24000000,281
test,000000012314,1,P3,-4.0,114032,131072,24000000,281
test,000000012315,0,,-4.0,113872,131072,24000000,209
test,000000012316,0,,4.0,112064,131072,24000000,209
test,000000012317,1,Rect,-20.0,138336,131072,24000000,281
test,000000012318,0,,-12.0,112984,131072,24000000,209
test,000000012319,1,P3,-20.0,108752,131072,24000000,281
test,000000012320,1,FMCW,-4.0,138624,131072,24000000,281
test,000000012321,1,ZadoffChu,-4.0,113136,131072,24000000,281
test,000000012322,1,P4,20.0,153896,131072,24000000,281
test,000000012323,1,P2,-20.0,137208,131072,24000000,281
test,000000012324,1,ZadoffChu,-12.0,112792,131072,24000000,281
test,000000012325,1,FMCW,-4.0,127424,131072,24000000,281
test,000000012326,1,Frank,-12.0,141440,131072,24000000,281
test,000000012327,1,Frank,12.0,115936,131072,24000000,281
test,000000012328,1,LFM,-12.0,113384,131072,24000000,281
test,000000012329,0,,12.0,114080,131072,24000000,209
test,000000012330,1,P2,4.0,112680,131072,24000000,281
test,000000012331,0,,-4.0,113544,131072,24000000,209
test,000000012332,1,Frank,4.0,113592,131072,24000000,281
test,000000012333,0,,12.0,111952,131072,24000000,209
test,000000012334,1,P3,-4.0,112880,131072,24000000,281
test,000000012335,1,Px,-4.0,113416,131072,24000000,281
test,000000012336,0,,12.0,112384,131072,24000000,209
test,000000012337,1,ZadoffChu,12.0,116616,131072,24000000,281
test,000000012338,1,Frank,-20.0,122920,131072,24000000,281
test,000000012339,0,,-12.0,113864,131072,24000000,209
test,000000012340,0,,4.0,113456,131072,24000000,209
test,000000012341,0,,12.0,113120,131072,24000000,209
test,000000012342,1,Barker,4.0,115008,131072,24000000,281
test,000000012343,0,,12.0,111376,131072,24000000,209
test,000000012344,1,P1,-20.0,115280,131072,24000000,281
test,000000012345,0,,4.0,113904,131072,24000000,209
test,000000012346,1,ZadoffChu,-20.0,139856,131072,24000000,281
test,000000012347,1,FMCW,12.0,113216,131072,24000000,281
test,000000012348,1,Frank,-4.0,111944,131072,24000000,281
test,000000012349,0,,-4.0,114048,131072,24000000,209
test,000000012350,0,,-4.0,113792,131072,24000000,209
test,000000012351,0,,4.0,112200,131072,24000000,209
test,000000012352,0,,-4.0,112592,131072,24000000,209
test,000000012353,1,Frank,12.0,113456,131072,24000000,281
test,000000012354,0,,-12.0,113640,131072,24000000,209
test,000000012355,0,,4.0,112832,131072,24000000,209
test,000000012356,1,Px,-20.0,132320,131072,24000000,281
test,000000012357,1,Frank,20.0,161528,131072,24000000,281
test,000000012358,0,,-4.0,112432,131072,24000000,209
test,000000012359,0,,12.0,110488,131072,24000000,209
test,000000012360,0,,12.0,112424,131072,24000000,209
test,000000012361,0,,12.0,111416,131072,24000000,209
test,000000012362,0,,4.0,114424,131072,24000000,209
test,000000012363,0,,-12.0,113280,131072,24000000,209
test,000000012364,1,P1,-20.0,127304,131072,24000000,281
test,000000012365,1,Barker,-4.0,114072,131072,24000000,281
test,000000012366,0,,-12.0,112992,131072,24000000,209
test,000000012367,0,,-12.0,113944,131072,24000000,209
test,000000012368,1,ZadoffChu,-4.0,112888,131072,24000000,281
test,000000012369,0,,-4.0,114120,131072,24000000,209
test,000000012370,0,,4.0,114216,131072,24000000,209
test,000000012371,1,P1,4.0,114360,131072,24000000,281
test,000000012372,0,,-4.0,112552,131072,24000000,209
test,000000012373,1,Rect,-12.0,112376,131072,24000000,281
test,000000012374,1,Frank,12.0,114560,131072,24000000,281
test,000000012375,0,,-20.0,112320,131072,24000000,209
test,000000012376,0,,-12.0,113272,131072,24000000,209
test,000000012377,1,ZadoffChu,-20.0,128880,131072,24000000,281
test,000000012378,0,,-20.0,112976,131072,24000000,209
test,000000012379,0,,-4.0,112936,131072,24000000,209
test,000000012380,1,FMCW,-20.0,113688,131072,24000000,281
test,000000012381,0,,12.0,113024,131072,24000000,209
test,000000012382,0,,12.0,113272,131072,24000000,209
test,000000012383,1,LFM,20.0,148992,131072,24000000,281
test,000000012384,1,P3,12.0,115424,131072,24000000,281
test,000000012385,1,P3,-12.0,111496,131072,24000000,281
test,000000012386,1,ZadoffChu,-12.0,131384,131072,24000000,281
test,000000012387,0,,-4.0,114056,131072,24000000,209
test,000000012388,0,,-20.0,114632,131072,24000000,209
test,000000012389,0,,12.0,113760,131072,24000000,209
test,000000012390,1,Frank,-12.0,135960,131072,24000000,281
test,000000012391,0,,20.0,113352,131072,24000000,209
test,000000012392,1,Px,-4.0,113664,131072,24000000,281
test,000000012393,0,,20.0,114320,131072,24000000,209
test,000000012394,0,,-12.0,113432,131072,24000000,209
test,000000012395,1,P3,-12.0,138640,131072,24000000,281
test,000000012396,0,,4.0,113512,131072,24000000,209
test,000000012397,0,,12.0,112448,131072,24000000,209
test,000000012398,1,Rect,12.0,115648,131072,24000000,281
test,000000012399,1,Frank,12.0,116480,131072,24000000,281
test,000000012400,1,P2,-4.0,111544,131072,24000000,281
test,000000012401,0,,12.0,112336,131072,24000000,209
test,000000012402,1,Frank,-12.0,129784,131072,24000000,281
test,000000012403,1,P4,20.0,153736,131072,24000000,281
test,000000012404,0,,-12.0,112976,131072,24000000,209
test,000000012405,0,,4.0,111760,131072,24000000,209
test,000000012406,1,LFM,12.0,115656,131072,24000000,281
test,000000012407,1,P4,-4.0,113056,131072,24000000,281
test,000000012408,0,,4.0,113704,131072,24000000,209
test,000000012409,0,,-12.0,112440,131072,24000000,209
test,000000012410,0,,4.0,112752,131072,24000000,209
test,000000012411,1,ZadoffChu,12.0,116344,131072,24000000,281
test,000000012412,1,Px,-4.0,113280,131072,24000000,281
test,000000012413,0,,-20.0,114064,131072,24000000,209
test,000000012414,0,,-4.0,112872,131072,24000000,209
test,000000012415,1,ZadoffChu,-12.0,112944,131072,24000000,281
test,000000012416,0,,12.0,111072,131072,24000000,209
test,000000012417,1,ZadoffChu,20.0,132552,131072,24000000,281
test,000000012418,1,P2,4.0,114456,131072,24000000,281
test,000000012419,0,,4.0,114048,131072,24000000,209
test,000000012420,0,,-20.0,113984,131072,24000000,209
test,000000012421,1,FMCW,-12.0,134120,131072,24000000,281
test,000000012422,1,Frank,-20.0,133248,131072,24000000,281
test,000000012423,1,P2,4.0,114712,131072,24000000,281
test,000000012424,1,FMCW,-12.0,109952,131072,24000000,281
test,000000012425,0,,-4.0,113856,131072,24000000,209
test,000000012426,0,,12.0,109280,131072,24000000,209
test,000000012427,1,P1,20.0,114296,131072,24000000,281
test,000000012428,1,Px,-20.0,108656,131072,24000000,281
test,000000012429,1,Px,12.0,115088,131072,24000000,281
test,000000012430,0,,-20.0,113272,131072,24000000,209
test,000000012431,0,,20.0,114040,131072,24000000,209
test,000000012432,0,,4.0,112360,131072,24000000,209
test,000000012433,1,Rect,20.0,140952,131072,24000000,281
test,000000012434,1,ZadoffChu,-20.0,131656,131072,24000000,281
test,000000012435,0,,4.0,114848,131072,24000000,209
